time grd_truth(x) grd_truth(y) grd_truth(vx) grd_truth(vy) est(x) est(y) est(vx) est(vy) RMSE(x) RMSE(y) RMSE(vx) RMSE(vy) x(x) x(y) x(v) x(yaw) x(yawd) P(0,0) P(0,1) P(0,2) P(0,3) P(0,4) P(1,0) P(1,1) P(1,2) P(1,3) P(1,4) P(2,0) P(2,1) P(2,2) P(2,3) P(2,4) P(3,0) P(3,1) P(3,2) P(3,3) P(3,4) P(4,0) P(4,1) P(4,2) P(4,3) P(4,4)
1477010456000000 -4.10509 3.18248 -1.8032 -4.86925 -4.16246 3.23081 -1.87529 -4.84999 -4.16246 3.23081 5.19992 4.34344 0.0592493 0.0838924 0.259153 0.378113 -0.0367043 0.00364611 0.00013839 -0.00344045 0.00123209 0.00126165 0.00013839 0.00387261 -0.0059408 -0.0004761 -0.000704298 -0.00344045 -0.0059408 0.0259697 -0.000711448 -0.000764461 0.00123209 -0.0004761 -0.000711448 0.00141795 0.0033395 0.00126165 -0.000704298 -0.000764461 0.0033395 0.0142527
1477010456050000 -4.19571 2.93919 -1.82113 -4.86104 -4.27757 2.97661 -1.96322 -4.85118 -4.27757 2.97661 5.23337 4.32785 0.0593519 0.0837641 0.258807 0.377392 -0.0665797 0.00345112 5.78392e-06 -0.00312355 0.000986792 0.000634155 5.78392e-06 0.00399111 -0.00607654 -0.00054592 -0.000772456 -0.00312355 -0.00607654 0.0260514 -0.000395911 -0.000129892 0.000986792 -0.00054592 -0.000395911 0.00115804 0.00269943 0.000634155 -0.000772456 -0.000129892 0.00269943 0.0126837
1477010456100000 -4.28727 2.69633 -1.84065 -4.85202 -4.36821 2.70245 -1.95918 -4.8982 -4.36821 2.70245 5.27548 4.3319 0.0594488 0.0836056 0.258418 0.376684 -0.056733 0.00349961 1.74095e-05 -0.00314785 0.00114865 0.0011556 1.74095e-05 0.00390944 -0.00603008 -0.000580698 -0.000879928 -0.00314785 -0.00603008 0.0260721 -0.000400211 -0.000223649 0.00114865 -0.000580698 -0.000400211 0.00137314 0.0032749 0.0011556 -0.000879928 -0.000223649 0.0032749 0.014114
1477010456150000 -4.37985 2.45393 -1.86173 -4.84218 -4.45386 2.45273 -1.91915 -4.91151 -4.45386 2.45273 5.27314 4.33989 0.0595107 0.0834471 0.257952 0.375994 -0.0334331 0.00335571 -0.000137721 -0.00275813 0.000929937 0.000560286 -0.000137721 0.00399995 -0.00610803 -0.000669941 -0.000995268 -0.00275813 -0.00610803 0.0259363 -5.28882e-06 0.000619904 0.000929937 -0.000669941 -5.28882e-06 0.00112866 0.00264818 0.000560286 -0.000995268 0.000619904 0.00264818 0.0125318
1477010456200000 -4.47352 2.21205 -1.88436 -4.83149 -4.55877 2.18751 -1.9389 -4.94572 -4.55877 2.18751 5.3122 4.33877 0.0596287 0.0833031 0.257487 0.37535 -0.0309036 0.00339898 -0.000116835 -0.00279843 0.0010882 0.00107621 -0.000116835 0.00393603 -0.0061014 -0.00069463 -0.00107324 -0.00279843 -0.0061014 0.0260321 -4.47175e-05 0.000423653 0.0010882 -0.00069463 -4.47175e-05 0.00133728 0.00321122 0.00107621 -0.00107324 0.000423653 0.00321122 0.0139505
1477010456250000 -4.56836 1.97072 -1.90853 -4.81994 -4.66821 1.95795 -2.07273 -4.87432 -4.66821 1.95795 5.29672 4.31032 0.0598306 0.0831501 0.2572 0.374658 -0.100627 0.00332328 -0.000270326 -0.00240762 0.000913693 0.000559841 -0.000270326 0.00400218 -0.00615022 -0.000781597 -0.00119033 -0.00240762 -0.00615022 0.0257934 0.000349661 0.00129097 0.000913693 -0.000781597 0.000349661 0.00112511 0.0026439 0.000559841 -0.00119033 0.00129097 0.0026439 0.0124754
1477010456300000 -4.66444 1.72998 -1.93422 -4.80751 -4.78476 1.68395 -2.11129 -4.92306 -4.78476 1.68395 5.35669 4.30726 0.0601707 0.083042 0.256946 0.374023 -0.0949287 0.00335781 -0.000241529 -0.00250167 0.00106072 0.00104991 -0.000241529 0.00395967 -0.00615544 -0.000810258 -0.00127015 -0.00250167 -0.00615544 0.0259434 0.00028074 0.00100421 0.00106072 -0.000810258 0.00028074 0.00132628 0.00319103 0.00104991 -0.00127015 0.00100421 0.00319103 0.0138711
1477010456350000 -4.76186 1.48989 -1.9614 -4.79417 -4.90793 1.43575 -2.20645 -4.90521 -4.90793 1.43575 5.37862 4.28969 0.0607175 0.0829529 0.256903 0.373386 -0.124141 0.00333676 -0.000390644 -0.00210296 0.000919113 0.00059317 -0.000390644 0.00403038 -0.00618946 -0.000915792 -0.00143827 -0.00210296 -0.00618946 0.025535 0.00073031 0.00203197 0.000919113 -0.000915792 0.00073031 0.00114958 0.00269615 0.00059317 -0.00143827 0.00203197 0.00269615 0.0125443
1477010456400000 -4.86066 1.25049 -1.99007 -4.7799 -4.968 1.20228 -2.15093 -4.86327 -4.968 1.20228 5.3177 4.29597 0.0609569 0.0828507 0.256612 0.372726 -0.11393 0.00336141 -0.000364414 -0.00221781 0.00105813 0.00106541 -0.000364414 0.00400562 -0.00620128 -0.000947325 -0.00151218 -0.00221781 -0.00620128 0.0257262 0.000632215 0.0016449 0.00105813 -0.000947325 0.000632215 0.00134239 0.00322281 0.00106541 -0.00151218 0.0016449 0.00322281 0.0139001
1477010456450000 -4.96095 1.01182 -2.02019 -4.76468 -5.06262 0.985692 -2.13364 -4.80761 -5.06262 0.985692 5.2598 4.2947 0.0611577 0.0827124 0.25623 0.372045 -0.100598 0.00339114 -0.000494536 -0.00185265 0.000955618 0.000690567 -0.000494536 0.00408109 -0.00624614 -0.00104951 -0.00167417 -0.00185265 -0.00624614 0.0252752 0.00106355 0.00264611 0.000955618 -0.00104951 0.00106355 0.00120708 0.00281717 0.000690567 -0.00167417 0.00264611 0.00281717 0.0127661
1477010456500000 -5.06277 0.77393 -2.05174 -4.74848 -5.12397 0.753615 -2.08329 -4.77553 -5.12397 0.753615 5.21016 4.30103 0.0611579 0.0825689 0.255764 0.371361 -0.0908123 0.00339286 -0.000465909 -0.00195914 0.00108471 0.00113574 -0.000465909 0.00405675 -0.00625572 -0.00107262 -0.00171831 -0.00195914 -0.00625572 0.0254834 0.000936908 0.0021745 0.00108471 -0.00107262 0.000936908 0.00139456 0.00332544 0.00113574 -0.00171831 0.0021745 0.00332544 0.0140753
1477010456550000 -5.16621 0.536876 -2.08471 -4.73127 -5.21748 0.458523 -2.08476 -4.87192 -5.21748 0.458523 5.29923 4.30805 0.0611245 0.0825538 0.255293 0.370776 -0.0809156 0.0034593 -0.000574093 -0.0016318 0.00101404 0.000829636 -0.000574093 0.0041382 -0.00632545 -0.00116515 -0.00185944 -0.0016318 -0.00632545 0.0250649 0.00133396 0.00310563 0.00101404 -0.00116515 0.00133396 0.00129052 0.00298558 0.000829636 -0.00185944 0.00310563 0.00298558 0.0130829
1477010456600000 -5.27133 0.300706 -2.11906 -4.71303 -5.29253 0.218056 -2.05525 -4.85512 -5.29253 0.218056 5.27221 4.31194 0.0610259 0.0825542 0.254854 0.370196 -0.0731594 0.00345811 -0.000555485 -0.00171989 0.00114689 0.00127428 -0.000555485 0.00411239 -0.00632234 -0.00118051 -0.00188072 -0.00171989 -0.00632234 0.0252682 0.00117837 0.00256594 0.00114689 -0.00118051 0.00117837 0.00147345 0.00347479 0.00127428 -0.00188072 0.00256594 0.00347479 0.0143395
1477010456650000 -5.3782 0.0654719 -2.15477 -4.69374 -5.40142 -0.0176033 -2.01956 -4.84709 -5.40142 -0.0176033 5.25099 4.31761 0.0609306 0.0825561 0.25452 0.369636 -0.0384557 0.00357164 -0.000783974 -0.0011858 0.00113325 0.00106311 -0.000783974 0.00502362 -0.00765928 -0.00151796 -0.00241555 -0.0011858 -0.00765928 0.0267104 0.00195904 0.00413042 0.00113325 -0.00151796 0.00195904 0.00145254 0.00326604 0.00106311 -0.00241555 0.00413042 0.00326604 0.013555
1477010456700000 -5.4869 -0.168772 -2.1918 -4.67335 -5.47196 -0.256393 -1.9786 -4.83474 -5.47196 -0.256393 5.22394 4.32394 0.0608264 0.082575 0.254382 0.369092 -0.0299761 0.00355485 -0.000738101 -0.00133187 0.0012507 0.00146575 -0.000738101 0.00479705 -0.00724539 -0.00145325 -0.0022765 -0.00133187 -0.00724539 0.026189 0.00164218 0.00328368 0.0012507 -0.00145325 0.00164218 0.00160379 0.00368727 0.00146575 -0.0022765 0.00328368 0.00368727 0.0146756
1477010456750000 -5.59748 -0.401971 -2.23014 -4.65185 -5.59322 -0.436399 -2.08048 -4.70579 -5.59322 -0.436399 5.14518 4.29612 0.0607167 0.0824514 0.25408 0.368437 -0.0746165 0.00366728 -0.000826044 -0.00101534 0.00121399 0.00122403 -0.000826044 0.00482592 -0.00717339 -0.00151307 -0.00235784 -0.00101534 -0.00717339 0.025402 0.00197542 0.00411613 0.00121399 -0.00151307 0.00197542 0.00151495 0.00337825 0.00122403 -0.00235784 0.00411613 0.00337825 0.0137624
1477010456800000 -5.71001 -0.634069 -2.26974 -4.62919 -5.73047 -0.619402 -2.18332 -4.59198 -5.73047 -0.619402 5.0846 4.26856 0.0606194 0.0823071 0.253675 0.367778 -0.108285 0.00363107 -0.000776582 -0.00119249 0.00131801 0.00158874 -0.000776582 0.00464367 -0.0068683 -0.00146444 -0.00225938 -0.00119249 -0.0068683 0.0252178 0.00168351 0.00332713 0.00131801 -0.00146444 0.00168351 0.00166669 0.00379588 0.00158874 -0.00225938 0.00332713 0.00379588 0.0148676
1477010456850000 -5.82456 -0.865006 -2.31058 -4.60536 -5.84639 -0.845003 -2.30927 -4.56083 -5.84639 -0.845003 5.11213 4.24369 0.0605245 0.0821677 0.253218 0.367126 -0.162737 0.00375622 -0.00088257 -0.000874687 0.00130729 0.00140748 -0.00088257 0.00478484 -0.00692821 -0.00159013 -0.00247603 -0.000874687 -0.00692821 0.0245129 0.00209714 0.00431246 0.00130729 -0.00159013 0.00209714 0.00163774 0.0036221 0.00140748 -0.00247603 0.00431246 0.0036221 0.0142724
1477010456900000 -5.94118 -1.09472 -2.35262 -4.58032 -5.94144 -1.11588 -2.28432 -4.63352 -5.94144 -1.11588 5.166 4.25436 0.0604159 0.0820301 0.252797 0.366481 -0.135272 0.0037054 -0.000832699 -0.00110955 0.00139749 0.00173386 -0.000832699 0.00462687 -0.00665371 -0.00155612 -0.00240516 -0.00110955 -0.00665371 0.0245018 0.00179612 0.00349577 0.00139749 -0.00155612 0.00179612 0.0017859 0.00402019 0.00173386 -0.00240516 0.00349577 0.00402019 0.0153092
1477010456950000 -6.05993 -1.32316 -2.39581 -4.55404 -6.02926 -1.38553 -2.24398 -4.70075 -6.02926 -1.38553 5.20889 4.26701 0.0603358 0.0819683 0.252508 0.365931 -0.107955 0.00385378 -0.000963819 -0.00074339 0.00140964 0.00159723 -0.000963819 0.00485366 -0.00683845 -0.00171345 -0.00266667 -0.00074339 -0.00683845 0.0239077 0.00225895 0.00455793 0.00140964 -0.00171345 0.00225895 0.00177503 0.00387446 0.00159723 -0.00266667 0.00455793 0.00387446 0.0147618
1477010457000000 -6.18087 -1.55025 -2.44014 -4.52648 -6.1686 -1.59171 -2.33629 -4.6256 -6.1686 -1.59171 5.18212 4.24469 0.0602327 0.0818596 0.252134 0.365327 -0.131748 0.00381411 -0.000926284 -0.000946409 0.00150809 0.00193346 -0.000926284 0.00467242 -0.00655865 -0.00165906 -0.00255218 -0.000946409 -0.00655865 0.0239751 0.00192829 0.00368613 0.00150809 -0.00165906 0.00192829 0.00190957 0.00423686 0.00193346 -0.00255218 0.00368613 0.00423686 0.0157095
1477010457050000 -6.30406 -1.77593 -2.48555 -4.49762 -6.31435 -1.82468 -2.53274 -4.59896 -6.31435 -1.82468 5.25026 4.20899 0.060129 0.0817659 0.251703 0.364729 -0.204213 0.00398619 -0.00108717 -0.000541523 0.00154475 0.00183893 -0.00108717 0.00497514 -0.00683813 -0.00184634 -0.0028526 -0.000541523 -0.00683813 0.0234608 0.00241975 0.00477301 0.00154475 -0.00184634 0.00241975 0.00192163 0.00413191 0.00183893 -0.0028526 0.00477301 0.00413191 0.0152473
1477010457100000 -6.42954 -2.00014 -2.532 -4.46742 -6.42034 -2.07613 -2.52544 -4.62605 -6.42034 -2.07613 5.2705 4.21269 0.0600251 0.0817462 0.251258 0.364206 -0.184561 0.00392293 -0.00103319 -0.000841249 0.00161396 0.00210938 -0.00103319 0.00478551 -0.00651448 -0.00178784 -0.00273738 -0.000841249 -0.00651448 0.0235537 0.00204373 0.00382286 0.00161396 -0.00178784 0.00204373 0.00203403 0.00444601 0.00210938 -0.00273738 0.00382286 0.00444601 0.0160884
1477010457150000 -6.55738 -2.22281 -2.57946 -4.43585 -6.57244 -2.27659 -2.61528 -4.53184 -6.57244 -2.27659 5.23233 4.18899 0.059926 0.0816646 0.250824 0.363609 -0.200159 0.00413121 -0.00124377 -0.000395386 0.00168633 0.00208175 -0.00124377 0.00517877 -0.00685599 -0.00202316 -0.00311054 -0.000395386 -0.00685599 0.0229631 0.00256331 0.00494164 0.00168633 -0.00202316 0.00256331 0.00208277 0.00441286 0.00208175 -0.00311054 0.00494164 0.00441286 0.0157816
1477010457200000 -6.68761 -2.44386 -2.62788 -4.40288 -6.72293 -2.48536 -2.70598 -4.46275 -6.72293 -2.48536 5.21905 4.16731 0.0598574 0.0815582 0.250426 0.362987 -0.216577 0.0040402 -0.00115984 -0.000752399 0.00172661 0.00229244 -0.00115984 0.00493361 -0.00646597 -0.0019292 -0.00293308 -0.000752399 -0.00646597 0.0230773 0.0021331 0.00390602 0.00172661 -0.0019292 0.0021331 0.00216563 0.00466764 0.00229244 -0.00293308 0.00390602 0.00466764 0.0164977
1477010457250000 -6.82029 -2.66323 -2.6772 -4.36847 -6.87995 -2.69537 -2.80913 -4.39859 -6.87995 -2.69537 5.21908 4.14404 0.0598567 0.0814377 0.25011 0.362357 -0.236217 0.00428008 -0.00141642 -0.000305154 0.00183791 0.00233805 -0.00141642 0.00540927 -0.00682785 -0.00221883 -0.00338999 -0.000305154 -0.00682785 0.0223612 0.00265637 0.00500484 0.00183791 -0.00221883 0.00265637 0.00226905 0.00474286 0.00233805 -0.00338999 0.00500484 0.00474286 0.0164203
1477010457300000 -6.95546 -2.88084 -2.7274 -4.3326 -6.96993 -2.9693 -2.72826 -4.50247 -6.96993 -2.9693 5.26456 4.16761 0.0597584 0.0814632 0.249674 0.361864 -0.185788 0.00414893 -0.00129099 -0.000745823 0.00183693 0.00246802 -0.00129099 0.00510688 -0.00636828 -0.00208942 -0.00315634 -0.000745823 -0.00636828 0.0225255 0.0021714 0.00388961 0.00183693 -0.00208942 0.0021714 0.00231698 0.00492838 0.00246802 -0.00315634 0.00388961 0.00492838 0.0169896
1477010457350000 -7.09316 -3.09663 -2.7784 -4.29523 -7.0982 -3.19357 -2.72254 -4.47936 -7.0982 -3.19357 5.24184 4.16626 0.0596553 0.081522 0.249262 0.361398 -0.167041 0.00442695 -0.00159173 -0.000240122 0.00197943 0.00256138 -0.00159173 0.00564787 -0.00681103 -0.00240179 -0.00362514 -0.000240122 -0.00681103 0.0218991 0.00272011 0.00501824 0.00197943 -0.00240179 0.00272011 0.00243439 0.00501493 0.00256138 -0.00362514 0.00501824 0.00501493 0.0169119
1477010457400000 -7.23344 -3.3105 -2.83017 -4.25632 -7.22297 -3.38841 -2.75781 -4.40344 -7.22297 -3.38841 5.19575 4.15287 0.0595552 0.0815098 0.248866 0.360876 -0.17583 0.00428121 -0.00142763 -0.000689076 0.00195905 0.00266008 -0.00142763 0.00524784 -0.00629102 -0.00220617 -0.00328356 -0.000689076 -0.00629102 0.0221036 0.00218647 0.00384818 0.00195905 -0.00220617 0.00218647 0.00244361 0.0051323 0.00266008 -0.00328356 0.00384818 0.0051323 0.0173542
1477010457450000 -7.37632 -3.5224 -2.88265 -4.21586 -7.36842 -3.63742 -2.78319 -4.43645 -7.36842 -3.63742 5.2372 4.1521 0.0594542 0.081649 0.248506 0.360486 -0.161841 0.00459242 -0.00176754 -0.000169085 0.00213519 0.00280769 -0.00176754 0.00583858 -0.00674862 -0.00255212 -0.00379931 -0.000169085 -0.00674862 0.0214317 0.0027399 0.00496766 0.00213519 -0.00255212 0.0027399 0.0025973 0.00528371 0.00280769 -0.00379931 0.00496766 0.00528371 0.0174038
1477010457500000 -7.52184 -3.73223 -2.93579 -4.1738 -7.52997 -3.772 -2.91851 -4.22574 -7.52997 -3.772 5.13562 4.10797 0.0593539 0.0815419 0.24808 0.359879 -0.214966 0.00440677 -0.00155198 -0.000673174 0.00207492 0.00283619 -0.00155198 0.00536668 -0.00618362 -0.00230812 -0.00339077 -0.000673174 -0.00618362 0.0216993 0.00216963 0.00376368 0.00207492 -0.00230812 0.00216963 0.00256863 0.00533575 0.00283619 -0.00339077 0.00376368 0.00533575 0.0177245
1477010457550000 -7.67004 -3.93992 -2.98953 -4.13012 -7.67557 -3.97953 -2.97773 -4.19097 -7.67557 -3.97953 5.14111 4.09464 0.0592531 0.0814352 0.247656 0.35928 -0.222106 0.00475775 -0.0019438 -0.000178734 0.00229605 0.00306386 -0.0019438 0.00602451 -0.0066026 -0.00271468 -0.00400905 -0.000178734 -0.0066026 0.0208315 0.00270328 0.004826 0.00229605 -0.00271468 0.00270328 0.00278271 0.00560126 0.00306386 -0.00400905 0.004826 0.00560126 0.0180021
1477010457600000 -7.82094 -4.14538 -3.04381 -4.08479 -7.8282 -4.21076 -3.01493 -4.20274 -7.8282 -4.21076 5.17231 4.0901 0.0591534 0.0813857 0.247239 0.358732 -0.212049 0.00449699 -0.00165955 -0.00077113 0.00216981 0.00297173 -0.00165955 0.00549643 -0.00600441 -0.00243491 -0.0035549 -0.00077113 -0.00600441 0.0212092 0.00210973 0.0036051 0.00216981 -0.00243491 0.00210973 0.00271526 0.00558304 0.00297173 -0.0035549 0.0036051 0.00558304 0.0181837
1477010457650000 -7.97457 -4.34854 -3.09857 -4.03778 -7.97919 -4.42899 -3.04599 -4.18877 -7.97919 -4.42899 5.17918 4.08365 0.0590533 0.0813826 0.246837 0.35823 -0.204524 0.00489652 -0.00210892 -0.000246207 0.00243375 0.00326853 -0.00210892 0.00622645 -0.00645543 -0.00288732 -0.00423329 -0.000246207 -0.00645543 0.0203193 0.00265748 0.00467806 0.00243375 -0.00288732 0.00265748 0.0029617 0.00589392 0.00326853 -0.00423329 0.00467806 0.00589392 0.0185266
1477010457700000 -8.13095 -4.5493 -3.15376 -3.98906 -8.13848 -4.67022 -3.07832 -4.22118 -8.13848 -4.67022 5.2244 4.0823 0.0589548 0.081549 0.246458 0.357878 -0.190968 0.00460355 -0.00177617 -0.000854913 0.00227083 0.00311804 -0.00177617 0.0056207 -0.00583787 -0.00255157 -0.00369645 -0.000854913 -0.00583787 0.0207969 0.00204339 0.00344725 0.00227083 -0.00255157 0.00204339 0.00284856 0.00579717 0.00311804 -0.00369645 0.00344725 0.00579717 0.0185648
1477010457750000 -8.2901 -4.74759 -3.2093 -3.93862 -8.27574 -4.87582 -3.01563 -4.17958 -8.27574 -4.87582 5.15392 4.08737 0.058861 0.0817516 0.246298 0.357547 -0.155263 0.00505547 -0.00228487 -0.000288375 0.00257615 0.00347641 -0.00228487 0.00641925 -0.00633175 -0.00304381 -0.00442329 -0.000288375 -0.00633175 0.0199178 0.00261197 0.00454372 0.00257615 -0.00304381 0.00261197 0.00311945 0.0061382 0.00347641 -0.00442329 0.00454372 0.0061382 0.0189452
1477010457800000 -8.45204 -4.94331 -3.26514 -3.88641 -8.40594 -5.09719 -2.99809 -4.19448 -8.40594 -5.09719 5.15579 4.09182 0.0588227 0.0821009 0.246371 0.357392 -0.138321 0.00471852 -0.00188838 -0.000908739 0.00237093 0.00325927 -0.00188838 0.00571883 -0.00569746 -0.00264109 -0.00378701 -0.000908739 -0.00569746 0.0204793 0.00198311 0.00331411 0.00237093 -0.00264109 0.00198311 0.00296073 0.00596831 0.00325927 -0.00378701 0.00331411 0.00596831 0.0188596
1477010457850000 -8.61678 -5.13637 -3.32121 -3.83242 -8.55193 -5.26481 -2.99546 -4.08255 -8.55193 -5.26481 5.06359 4.07939 0.058844 0.0823 0.24668 0.357086 -0.135914 0.00520279 -0.00242682 -0.000300834 0.002702 0.00364792 -0.00242682 0.00654248 -0.00623328 -0.00314728 -0.00451809 -0.000300834 -0.00623328 0.019657 0.0025784 0.00444604 0.002702 -0.00314728 0.0025784 0.00324714 0.00632428 0.00364792 -0.00451809 0.00444604 0.00632428 0.019251
1477010457900000 -8.78433 -5.32669 -3.37745 -3.77663 -8.74315 -5.46222 -3.10563 -4.02623 -8.74315 -5.46222 5.08483 4.05536 0.0587937 0.0825353 0.246769 0.35678 -0.159235 0.00480628 -0.00196631 -0.000947804 0.00244835 0.00335393 -0.00196631 0.00577519 -0.00559157 -0.0026983 -0.0038237 -0.000947804 -0.00559157 0.0202827 0.00194458 0.00323092 0.00244835 -0.0026983 0.00194458 0.00305534 0.00610613 0.00335393 -0.0038237 0.00323092 0.00610613 0.0190905
1477010457950000 -8.95469 -5.51417 -3.43377 -3.71901 -8.90171 -5.65999 -3.13144 -3.99096 -8.90171 -5.65999 5.07284 4.04709 0.0587753 0.0828266 0.246975 0.356531 -0.157057 0.00532964 -0.00255025 -0.00039115 0.00282405 0.0038205 -0.00255025 0.00665008 -0.00605787 -0.00326036 -0.00464834 -0.00039115 -0.00605787 0.0192801 0.00248886 0.00424546 0.00282405 -0.00326036 0.00248886 0.00340052 0.00656906 0.0038205 -0.00464834 0.00424546 0.00656906 0.0196876
1477010458000000 -9.12788 -5.69872 -3.49012 -3.65955 -9.05838 -5.84633 -3.1699 -3.94168 -9.05838 -5.84633 5.05817 4.03509 0.0588142 0.0831255 0.247254 0.35631 -0.163019 0.00488172 -0.00204388 -0.00106098 0.00252233 0.00344942 -0.00204388 0.00584858 -0.00542749 -0.00278214 -0.00392243 -0.00106098 -0.00542749 0.0200021 0.0018594 0.00305631 0.00252233 -0.00278214 0.0018594 0.00317053 0.00628844 0.00344942 -0.00392243 0.00305631 0.00628844 0.019416
1477010458050000 -9.30388 -5.88026 -3.54643 -3.59823 -9.19637 -6.0039 -3.142 -3.83868 -9.19637 -6.0039 4.96061 4.02646 0.0590418 0.0832921 0.247939 0.355988 -0.156535 0.00544515 -0.00267209 -0.000517941 0.00293743 0.0039781 -0.00267209 0.00677252 -0.00587004 -0.0033869 -0.00480634 -0.000517941 -0.00587004 0.0189209 0.00238271 0.00402014 0.00293743 -0.0033869 0.00238271 0.00355432 0.00681045 0.0039781 -0.00480634 0.00402014 0.00681045 0.0201076
1477010458100000 -9.4827 -6.05868 -3.60261 -3.53503 -9.37853 -6.10167 -3.26952 -3.61132 -9.37853 -6.10167 4.87149 3.97662 0.0592473 0.0831913 0.248268 0.355427 -0.215663 0.00493775 -0.00210536 -0.00119292 0.00258516 0.00352435 -0.00210536 0.00591063 -0.00525446 -0.00286457 -0.00401752 -0.00119292 -0.00525446 0.0197406 0.00176609 0.00287036 0.00258516 -0.00286457 0.00176609 0.00328922 0.00647285 0.00352435 -0.00401752 0.00287036 0.00647285 0.0197358
1477010458150000 -9.66432 -6.23389 -3.6586 -3.46994 -9.55447 -6.28384 -3.32855 -3.57307 -9.55447 -6.28384 4.88325 3.96241 0.0594844 0.0831037 0.248581 0.354892 -0.220111 0.00551012 -0.00274757 -0.000781361 0.00303119 0.00410851 -0.00274757 0.00685562 -0.0055377 -0.00351577 -0.00497253 -0.000781361 -0.0055377 0.0184139 0.00216328 0.00358358 0.00303119 -0.00351577 0.00216328 0.00374022 0.00711341 0.00410851 -0.00497253 0.00358358 0.00711341 0.020646
1477010458200000 -9.84874 -6.4058 -3.71431 -3.40295 -9.691 -6.49656 -3.29149 -3.6282 -9.691 -6.49656 4.89874 3.97561 0.0600697 0.08313 0.249351 0.354544 -0.186692 0.00494459 -0.00214216 -0.00145414 0.00262348 0.0035596 -0.00214216 0.00598352 -0.00496758 -0.00298067 -0.0041744 -0.00145414 -0.00496758 0.0193818 0.00158707 0.00252029 0.00262348 -0.00298067 0.00158707 0.00344182 0.00671645 0.0035596 -0.0041744 0.00252029 0.00671645 0.0201597
1477010458250000 -10.0359 -6.57431 -3.76969 -3.33404 -9.91707 -6.65225 -3.49309 -3.51661 -9.91707 -6.65225 4.95663 3.93035 0.0603553 0.0831135 0.249445 0.354118 -0.241817 0.00555793 -0.00283206 -0.000996801 0.00310821 0.00419988 -0.00283206 0.00698901 -0.00530077 -0.0036701 -0.00516833 -0.000996801 -0.00530077 0.0181022 0.00201983 0.00330486 0.00310821 -0.0036701 0.00201983 0.00391341 0.00736917 0.00419988 -0.00516833 0.00330486 0.00736917 0.0210546
1477010458300000 -10.2259 -6.73933 -3.82463 -3.26321 -10.1208 -6.81574 -3.59403 -3.42965 -10.1208 -6.81574 4.96786 3.90359 0.0605545 0.0830926 0.249386 0.353668 -0.261577 0.0049723 -0.0022037 -0.00164652 0.00266614 0.00360112 -0.0022037 0.00608934 -0.00476205 -0.00310258 -0.00433087 -0.00164652 -0.00476205 0.0191615 0.00146492 0.00229257 0.00266614 -0.00310258 0.00146492 0.00356585 0.00689338 0.00360112 -0.00433087 0.00229257 0.00689338 0.0204386
1477010458350000 -10.4186 -6.90075 -3.87907 -3.19046 -10.3072 -6.97582 -3.67372 -3.36499 -10.3072 -6.97582 4.9819 3.88316 0.0607884 0.0830678 0.249256 0.353234 -0.274051 0.00563165 -0.0029594 -0.00133563 0.00320098 0.00432942 -0.0029594 0.00718901 -0.00491355 -0.00386945 -0.00544187 -0.00133563 -0.00491355 0.0176558 0.00172576 0.00274602 0.00320098 -0.00386945 0.00172576 0.00409527 0.00764336 0.00432942 -0.00544187 0.00274602 0.00764336 0.0215094
1477010458400000 -10.614 -7.05849 -3.93293 -3.11577 -10.5364 -7.15643 -3.79507 -3.30827 -10.5364 -7.15643 5.0346 3.85857 0.0608501 0.0831202 0.248976 0.352832 -0.287701 0.00499806 -0.00227819 -0.00194631 0.00270043 0.0036368 -0.00227819 0.00623032 -0.00442689 -0.00324863 -0.00452798 -0.00194631 -0.00442689 0.0188489 0.0012227 0.00184367 0.00270043 -0.00324863 0.0012227 0.00368626 0.00706901 0.0036368 -0.00452798 0.00184367 0.00706901 0.0207298
1477010458450000 -10.8121 -7.21245 -3.98613 -3.03916 -10.7449 -7.29448 -3.89909 -3.18764 -10.7449 -7.29448 5.03626 3.82693 0.0608715 0.0831167 0.248623 0.352363 -0.312574 0.00569581 -0.00309108 -0.00171701 0.00327314 0.00442511 -0.00309108 0.00741729 -0.00447174 -0.00407062 -0.00570878 -0.00171701 -0.00447174 0.0172716 0.00138034 0.00211711 0.00327314 -0.00407062 0.00138034 0.00424744 0.00786266 0.00442511 -0.00570878 0.00211711 0.00786266 0.0218638
1477010458500000 -11.0128 -7.36252 -4.03859 -2.96062 -10.9909 -7.45611 -4.03764 -3.09258 -10.9909 -7.45611 5.08592 3.79522 0.0607862 0.0831525 0.248223 0.351876 -0.333257 0.0050083 -0.00235091 -0.00227664 0.00270828 0.00363123 -0.00235091 0.00639511 -0.0040487 -0.00339468 -0.00472148 -0.00227664 -0.0040487 0.018588 0.000947713 0.00135483 0.00270828 -0.00339468 0.000947713 0.00377522 0.00719201 0.00363123 -0.00472148 0.00135483 0.00719201 0.0209333
