time grd_truth(x) grd_truth(y) grd_truth(vx) grd_truth(vy) est(x) est(y) est(vx) est(vy) RMSE(x) RMSE(y) RMSE(vx) RMSE(vy) x(x) x(y) x(v) x(yaw) x(yawd) P(0,0) P(0,1) P(0,2) P(0,3) P(0,4) P(1,0) P(1,1) P(1,2) P(1,3) P(1,4) P(2,0) P(2,1) P(2,2) P(2,3) P(2,4) P(3,0) P(3,1) P(3,2) P(3,3) P(3,4) P(4,0) P(4,1) P(4,2) P(4,3) P(4,4)
1477010448850000 19.5298 15.8203 -1.92164 4.40193 19.565 15.7837 -2.06909 4.24361 19.565 15.7837 4.72116 2.02446 0.0563178 0.0955939 0.326506 0.545838 0.617764 0.00518306 -0.00169168 -0.00533527 -0.00166034 -0.00143971 -0.00169168 0.00533979 0.00864997 0.000207082 4.15286e-05 -0.00533527 0.00864997 0.0317714 0.00184252 0.00260028 -0.00166034 0.000207082 0.00184252 0.00143824 0.00308041 -0.00143971 4.15286e-05 0.00260028 0.00308041 0.0132624
1477010448900000 19.4307 16.039 -2.04114 4.3469 19.461 15.9964 -2.19484 4.18211 19.461 15.9964 4.72307 2.0541 0.0561491 0.0952715 0.325436 0.54375 0.616273 0.00480162 -0.00123484 -0.00455445 -0.0016703 -0.00175472 -0.00123484 0.00473215 0.00747728 -2.44948e-05 -0.000285001 -0.00455445 0.00747728 0.0296628 0.00150212 0.0022204 -0.0016703 -2.44948e-05 0.00150212 0.00162228 0.00361732 -0.00175472 -0.000285001 0.0022204 0.00361732 0.014629
1477010448950000 19.3257 16.2549 -2.15925 4.28868 19.3609 16.2054 -2.23764 4.15514 19.3609 16.2054 4.71935 2.06479 0.0560072 0.0949814 0.324156 0.541617 0.566425 0.0051817 -0.00165558 -0.00558924 -0.00158402 -0.00134051 -0.00165558 0.00527718 0.00853198 6.35073e-05 -0.000108938 -0.00558924 0.00853198 0.0319648 0.00162714 0.00225928 -0.00158402 6.35073e-05 0.00162714 0.00140321 0.00303289 -0.00134051 -0.000108938 0.00225928 0.00303289 0.0131741
1477010449000000 19.2148 16.4679 -2.27586 4.22731 19.2519 16.3827 -2.33859 4.04837 19.2519 16.3827 4.67528 2.09463 0.055877 0.0949048 0.322865 0.539619 0.569663 0.00479316 -0.00120337 -0.0047832 -0.00160263 -0.00166446 -0.00120337 0.00470131 0.00738353 -0.00015231 -0.000425303 -0.0047832 0.00738353 0.0298187 0.00132606 0.00194548 -0.00160263 -0.00015231 0.00132606 0.00159523 0.00357873 -0.00166446 -0.000425303 0.00194548 0.00357873 0.0145542
1477010449050000 19.0981 16.6777 -2.39087 4.16284 19.1342 16.5794 -2.45347 3.97179 19.1342 16.5794 4.66847 2.12415 0.0557432 0.094933 0.321589 0.537681 0.573301 0.00519595 -0.00163075 -0.00583902 -0.00152373 -0.00128134 -0.00163075 0.00522817 0.00842011 -5.72472e-05 -0.000213637 -0.00583902 0.00842011 0.0321207 0.00145619 0.00202519 -0.00152373 -5.72472e-05 0.00145619 0.00138411 0.00301428 -0.00128134 -0.000213637 0.00202519 0.00301428 0.0131454
1477010449100000 18.9757 16.8841 -2.50418 4.0953 19.0042 16.7893 -2.57679 3.91874 19.0042 16.7893 4.69003 2.15246 0.0555754 0.0949321 0.320346 0.535728 0.572207 0.00479543 -0.00118062 -0.00502727 -0.00154489 -0.00159713 -0.00118062 0.00467072 0.0072683 -0.00026591 -0.00053881 -0.00502727 0.0072683 0.0299361 0.00118855 0.00175687 -0.00154489 -0.00026591 0.00118855 0.00158306 0.00356678 -0.00159713 -0.00053881 0.00175687 0.00356678 0.0145329
1477010449150000 18.8477 17.0872 -2.61571 4.02476 18.8464 16.9804 -2.8372 3.75428 18.8464 16.9804 4.70577 2.21795 0.0553509 0.0950336 0.319671 0.534116 0.662141 0.00520591 -0.00160727 -0.00608529 -0.00145095 -0.00119317 -0.00160727 0.00517934 0.00828486 -0.000178152 -0.000326164 -0.00608529 0.00828486 0.0322417 0.00127005 0.00174773 -0.00145095 -0.000178152 0.00127005 0.00135915 0.00297643 -0.00119317 -0.000326164 0.00174773 0.00297643 0.0130706
1477010449200000 18.7142 17.2866 -2.72534 3.95127 18.6719 17.2148 -3.02304 3.72185 18.6719 17.2148 4.79489 2.25296 0.0552589 0.0948703 0.319501 0.532371 0.661346 0.00480291 -0.00115412 -0.00530543 -0.00147303 -0.00149965 -0.00115412 0.00463265 0.00709811 -0.000390828 -0.000680005 -0.00530543 0.00709811 0.0300366 0.00103916 0.00154174 -0.00147303 -0.000390828 0.00103916 0.00156294 0.00353405 -0.00149965 -0.000680005 0.00154174 0.00353405 0.0144666
1477010449250000 18.5752 17.4822 -2.83299 3.87489 18.5717 17.4211 -2.90914 3.78267 18.5717 17.4211 4.77197 2.22639 0.0550401 0.0946497 0.318303 0.530317 0.527946 0.00519403 -0.00156877 -0.00632596 -0.00132796 -0.000998983 -0.00156877 0.00512453 0.00808932 -0.000336505 -0.00051984 -0.00632596 0.00808932 0.0323108 0.00097165 0.00122364 -0.00132796 -0.000336505 0.00097165 0.00130751 0.00288075 -0.000998983 -0.00051984 0.00122364 0.00288075 0.0128777
1477010449300000 18.4309 17.674 -2.93858 3.79568 18.3583 17.6129 -3.12391 3.68802 18.3583 17.6129 4.83325 2.27357 0.0552008 0.0944323 0.317473 0.528312 0.549079 0.00478179 -0.00112437 -0.00548525 -0.00136457 -0.00133554 -0.00112437 0.00462392 0.00697784 -0.000521637 -0.000833117 -0.00548525 0.00697784 0.0300983 0.000789387 0.0011181 -0.00136457 -0.000521637 0.000789387 0.00151302 0.00344204 -0.00133554 -0.000833117 0.0011181 0.00344204 0.0142877
1477010449350000 18.2814 17.8617 -3.042 3.71372 18.2219 17.8055 -3.11313 3.68548 18.2219 17.8055 4.82434 2.27221 0.055236 0.0941938 0.316293 0.52625 0.481564 0.0052188 -0.00155391 -0.00656652 -0.00124464 -0.000911739 -0.00155391 0.00508875 0.00794826 -0.000436245 -0.000582042 -0.00656652 0.00794826 0.0324032 0.000801551 0.00102235 -0.00124464 -0.000436245 0.000801551 0.00127102 0.00282291 -0.000911739 -0.000582042 0.00102235 0.00282291 0.0127763
1477010449400000 18.1268 18.0453 -3.14318 3.62906 18.0922 17.9925 -3.1526 3.62651 18.0922 17.9925 4.80525 2.2864 0.0551058 0.093943 0.315066 0.524206 0.471183 0.00479354 -0.00111033 -0.00570363 -0.00128532 -0.00124577 -0.00111033 0.00460758 0.00684292 -0.000611079 -0.000901514 -0.00570363 0.00684292 0.0301568 0.000652959 0.000953725 -0.00128532 -0.000611079 0.000652959 0.00147712 0.00338534 -0.00124577 -0.000901514 0.000953725 0.00338534 0.0141927
1477010449450000 17.9671 18.2246 -3.24204 3.5418 17.9154 18.1459 -3.31353 3.45862 17.9154 18.1459 4.78973 2.33477 0.0550804 0.0938354 0.313915 0.522237 0.524848 0.00527159 -0.00154649 -0.00682169 -0.00119394 -0.000899175 -0.00154649 0.00504553 0.00778947 -0.000503471 -0.000588963 -0.00682169 0.00778947 0.0324656 0.000723859 0.00100762 -0.00119394 -0.000503471 0.000723859 0.00125535 0.00281171 -0.000899175 -0.000588963 0.00100762 0.00281171 0.0127751
1477010449500000 17.8026 18.3994 -3.3385 3.45199 17.7855 18.2889 -3.33525 3.33965 17.7855 18.2889 4.71987 2.35554 0.0548902 0.0939737 0.312714 0.520333 0.520648 0.00482667 -0.00110421 -0.0059515 -0.00123011 -0.00120653 -0.00110421 0.00457226 0.00666522 -0.000675488 -0.000931703 -0.0059515 0.00666522 0.0301885 0.000595886 0.000938749 -0.00123011 -0.000675488 0.000595886 0.00146374 0.00337634 -0.00120653 -0.000931703 0.000938749 0.00337634 0.0141938
1477010449550000 17.6334 18.5697 -3.43247 3.35973 17.6522 18.4702 -3.34373 3.30823 17.6522 18.4702 4.70371 2.36153 0.0547065 0.0940171 0.311623 0.518377 0.488589 0.00530414 -0.00153291 -0.00704972 -0.00112291 -0.000833601 -0.00153291 0.00500552 0.0076076 -0.00059681 -0.000677612 -0.00704972 0.0076076 0.0324884 0.000567706 0.000770493 -0.00112291 -0.00059681 0.000567706 0.00125524 0.00283131 -0.000833601 -0.000677612 0.000770493 0.00283131 0.0128329
1477010449600000 17.4595 18.7353 -3.5239 3.26509 17.4585 18.6525 -3.46686 3.24857 17.4585 18.6525 4.75103 2.38869 0.0545005 0.0939382 0.310489 0.516427 0.490405 0.00483755 -0.00109773 -0.00613783 -0.00116343 -0.00113776 -0.00109773 0.00455237 0.00651627 -0.000756196 -0.00101169 -0.00613783 0.00651627 0.0301944 0.000465769 0.000738135 -0.00116343 -0.000756196 0.000465769 0.00146862 0.00340057 -0.00113776 -0.00101169 0.000738135 0.00340057 0.0142522
1477010449650000 17.281 18.8962 -3.61271 3.16817 17.2772 18.7927 -3.5776 3.10289 17.2772 18.7927 4.73573 2.42713 0.0542978 0.0940124 0.309343 0.514527 0.519808 0.00533825 -0.00152776 -0.00725808 -0.00105742 -0.000778417 -0.00152776 0.00496386 0.00743668 -0.000667898 -0.000724209 -0.00725808 0.00743668 0.0324989 0.00044405 0.000606239 -0.00105742 -0.000667898 0.00044405 0.00125143 0.00283145 -0.000778417 -0.000724209 0.000606239 0.00283145 0.0128268
1477010449700000 17.0983 19.0521 -3.69883 3.06904 17.1165 18.9297 -3.6217 2.99022 17.1165 18.9297 4.69661 2.45141 0.0541191 0.0942541 0.308267 0.512663 0.518861 0.00486053 -0.00109047 -0.00634594 -0.00109722 -0.00106744 -0.00109047 0.00452285 0.00632822 -0.000829137 -0.00108069 -0.00634594 0.00632822 0.030194 0.000365305 0.000602977 -0.00109722 -0.000829137 0.000365305 0.001467 0.00340181 -0.00106744 -0.00108069 0.000602977 0.00340181 0.0142468
1477010449750000 16.9113 19.203 -3.78221 2.9678 16.9492 19.1001 -3.66134 2.95453 16.9492 19.1001 4.70475 2.46263 0.0540176 0.0943203 0.307306 0.510776 0.494263 0.00536602 -0.00151581 -0.00745725 -0.000976332 -0.000687576 -0.00151581 0.00492649 0.00723919 -0.000760725 -0.000828258 -0.00745725 0.00723919 0.0324765 0.00026986 0.000319688 -0.000976332 -0.000760725 0.00026986 0.00125747 0.00285042 -0.000687576 -0.000828258 0.000319688 0.00285042 0.0128642
1477010449800000 16.7201 19.3488 -3.86278 2.86455 16.7324 19.2159 -3.78194 2.80246 16.7324 19.2159 4.70711 2.50387 0.0538303 0.0946587 0.30626 0.508936 0.512701 0.00487188 -0.00108303 -0.00651581 -0.00102146 -0.000977286 -0.00108303 0.00450642 0.00615774 -0.000913865 -0.00117928 -0.00651581 0.00615774 0.030169 0.000219639 0.000367896 -0.00102146 -0.000913865 0.000219639 0.00147604 0.00342242 -0.000977286 -0.00117928 0.000367896 0.00342242 0.0142823
1477010449850000 16.5251 19.4894 -3.9405 2.75938 16.542 19.3689 -3.86698 2.71574 16.542 19.3689 4.72534 2.52933 0.0536541 0.094871 0.305213 0.507102 0.519808 0.00539004 -0.00150716 -0.00763567 -0.00088933 -0.000587328 -0.00150716 0.00489516 0.00705161 -0.000849009 -0.000921635 -0.00763567 0.00705161 0.0324403 8.98727e-05 3.33697e-05 -0.00088933 -0.000849009 8.98727e-05 0.00126142 0.0028587 -0.000587328 -0.000921635 3.33697e-05 0.0028587 0.0128728
1477010449900000 16.3262 19.6246 -4.01531 2.65237 16.3169 19.5304 -3.98857 2.65147 16.3169 19.5304 4.78946 2.55491 0.0534665 0.0948664 0.304121 0.505275 0.517612 0.00488428 -0.00107545 -0.00669444 -0.000934339 -0.000866056 -0.00107545 0.00448987 0.00595922 -0.00100092 -0.00128195 -0.00669444 0.00595922 0.0301364 7.14211e-05 0.000140406 -0.000934339 -0.00100092 7.14211e-05 0.00148123 0.00343031 -0.000866056 -0.00128195 0.000140406 0.00343031 0.0142881
1477010449950000 16.1237 19.7545 -4.08716 2.54364 16.0937 19.6126 -4.11192 2.41909 16.0937 19.6126 4.77073 2.60981 0.0533353 0.0952855 0.303041 0.503577 0.568243 0.00541963 -0.00149951 -0.00782779 -0.000790556 -0.000467588 -0.00149951 0.0048585 0.00683567 -0.000930467 -0.000997539 -0.00782779 0.00683567 0.0324001 -8.47711e-05 -0.000228056 -0.000790556 -0.000930467 -8.47711e-05 0.00125275 0.0028361 -0.000467588 -0.000997539 -0.000228056 0.0028361 0.0128142
1477010450000000 15.9176 19.8789 -4.15602 2.43329 15.8882 19.7565 -4.18113 2.34684 15.8882 19.7565 4.79474 2.63012 0.0532037 0.0955057 0.301972 0.501841 0.558526 0.00490101 -0.00106989 -0.00689196 -0.000831351 -0.000727815 -0.00106989 0.00446627 0.00572031 -0.00108053 -0.00136783 -0.00689196 0.00572031 0.0301036 -6.98263e-05 -6.08526e-05 -0.000831351 -0.00108053 -6.98263e-05 0.00147104 0.00340512 -0.000727815 -0.00136783 -6.08526e-05 0.00340512 0.0142287
1477010450050000 15.7082 19.9978 -4.22185 2.32141 15.6999 19.8821 -4.15749 2.33096 15.6999 19.8821 4.76635 2.6306 0.0530206 0.0956629 0.300955 0.500072 0.493433 0.00544375 -0.00149139 -0.00801641 -0.000666755 -0.000304233 -0.00149139 0.00482893 0.00658995 -0.00103024 -0.00111635 -0.00801641 0.00658995 0.0323113 -0.000311327 -0.000599037 -0.000666755 -0.00103024 -0.000311327 0.00125437 0.00284037 -0.000304233 -0.00111635 -0.000599037 0.00284037 0.0128273
1477010450100000 15.4956 20.111 -4.28461 2.2081 15.4693 20.036 -4.25252 2.29123 15.4693 20.036 4.83049 2.64739 0.0528806 0.0955342 0.299913 0.498368 0.482696 0.00490694 -0.00107033 -0.00703602 -0.000720446 -0.000583953 -0.00107033 0.00446391 0.00553136 -0.0011657 -0.0014669 -0.00703602 0.00553136 0.0300212 -0.000257381 -0.000357914 -0.000720446 -0.0011657 -0.000257381 0.0014719 0.00340702 -0.000583953 -0.0014669 -0.000357914 0.00340702 0.0142361
1477010450150000 15.2799 20.2185 -4.34427 2.09347 15.2572 20.1783 -4.2975 2.25772 15.2572 20.1783 4.85447 2.65787 0.0527306 0.0952609 0.298895 0.496824 0.460157 0.00548869 -0.00148799 -0.00820564 -0.000577979 -0.000231361 -0.00148799 0.00479196 0.00637259 -0.00108768 -0.00113959 -0.00820564 0.00637259 0.0322847 -0.00043423 -0.000717703 -0.000577979 -0.00108768 -0.00043423 0.00124891 0.00282776 -0.000231361 -0.00113959 -0.000717703 0.00282776 0.0128007
1477010450200000 15.0613 20.3203 -4.4008 1.97763 15.0693 20.3107 -4.30665 2.20608 15.0693 20.3107 4.83881 2.66819 0.0525526 0.0949352 0.297965 0.495471 0.44651 0.00493526 -0.00106825 -0.0071887 -0.000641113 -0.00051384 -0.00106825 0.00445162 0.00534429 -0.00121751 -0.00149882 -0.0071887 0.00534429 0.0299839 -0.000353618 -0.000456194 -0.000641113 -0.00121751 -0.000353618 0.00146402 0.00339142 -0.00051384 -0.00149882 -0.000456194 0.00339142 0.014208
1477010450250000 14.84 20.4162 -4.4542 1.86068 14.8385 20.3922 -4.39219 2.02854 14.8385 20.3922 4.83801 2.70893 0.0523725 0.0946305 0.296987 0.493966 0.480091 0.00554462 -0.00147909 -0.00838281 -0.000513772 -0.000207313 -0.00147909 0.00475306 0.00615969 -0.00112531 -0.00113434 -0.00838281 0.00615969 0.0322636 -0.000501675 -0.000740961 -0.000513772 -0.00112531 -0.000501675 0.00124341 0.00281836 -0.000207313 -0.00113434 -0.000740961 0.00281836 0.0127865
1477010450300000 14.6161 20.5063 -4.50443 1.74272 14.6231 20.5118 -4.43455 1.9615 14.6231 20.5118 4.84899 2.72514 0.0521972 0.0943091 0.296031 0.492614 0.471213 0.00497415 -0.00106481 -0.00735131 -0.000574022 -0.000463471 -0.00106481 0.00441939 0.00512581 -0.00125009 -0.00150321 -0.00735131 0.00512581 0.0299565 -0.000403624 -0.000479122 -0.000574022 -0.00125009 -0.000403624 0.0014574 0.00338157 -0.000463471 -0.00150321 -0.000479122 0.00338157 0.0141956
1477010450350000 14.3897 20.5904 -4.55149 1.62386 14.3861 20.5982 -4.52543 1.79192 14.3861 20.5982 4.86729 2.76457 0.0520214 0.0939921 0.295037 0.491141 0.507876 0.00559398 -0.0014733 -0.00854534 -0.000430735 -0.000130092 -0.0014733 0.00471615 0.00593497 -0.001173 -0.0011706 -0.00854534 0.00593497 0.0321963 -0.000618093 -0.000912587 -0.000430735 -0.001173 -0.000618093 0.00124702 0.00283002 -0.000130092 -0.0011706 -0.000912587 0.00283002 0.0128168
1477010450400000 14.1611 20.6686 -4.59537 1.50421 14.1395 20.6719 -4.59671 1.64663 14.1395 20.6719 4.88274 2.79761 0.0518768 0.0936766 0.294046 0.489629 0.515998 0.00500746 -0.00106309 -0.00749933 -0.000489793 -0.000369988 -0.00106309 0.00439497 0.004898 -0.00129557 -0.00154832 -0.00749933 0.004898 0.0298924 -0.000498058 -0.000618392 -0.000489793 -0.00129557 -0.000498058 0.0014605 0.00339199 -0.000369988 -0.00154832 -0.000618392 0.00339199 0.0142221
1477010450450000 13.9304 20.7408 -4.63606 1.38386 13.9025 20.743 -4.66298 1.47669 13.9025 20.743 4.89122 2.8349 0.0517536 0.093364 0.293072 0.488053 0.543144 0.00563454 -0.00147196 -0.00868743 -0.000319312 1.05933e-05 -0.00147196 0.00469085 0.00570145 -0.00123823 -0.00125365 -0.00868743 0.00570145 0.0320605 -0.000799434 -0.0012346 -0.000319312 -0.00123823 -0.000799434 0.00125985 0.00285845 1.05933e-05 -0.00125365 -0.0012346 0.00285845 0.0128747
1477010450500000 13.6977 20.807 -4.67357 1.26294 13.6281 20.8059 -4.76065 1.322 13.6281 20.8059 4.9408 2.87072 0.0518923 0.0930543 0.292186 0.486458 0.551461 0.00503277 -0.00106753 -0.00763366 -0.000376011 -0.000215682 -0.00106753 0.00437994 0.00465123 -0.00135675 -0.00163077 -0.00763366 0.00465123 0.0297737 -0.000647424 -0.000870338 -0.000376011 -0.00135675 -0.000647424 0.00147222 0.0034166 -0.000215682 -0.00163077 -0.000870338 0.0034166 0.0142693
1477010450550000 13.4632 20.8671 -4.70789 1.14153 13.3805 20.836 -4.83358 1.04962 13.3805 20.836 4.94623 2.92776 0.0521551 0.0927818 0.291402 0.484913 0.616045 0.00567416 -0.00147695 -0.00882416 -0.000182007 0.000195699 -0.00147695 0.00467051 0.005446 -0.00131229 -0.0013542 -0.00882416 0.005446 0.0318743 -0.00101787 -0.00161603 -0.000182007 -0.00131229 -0.00101787 0.00127875 0.00289447 0.000195699 -0.0013542 -0.00161603 0.00289447 0.0129395
1477010450600000 13.2271 20.9211 -4.73904 1.01975 13.1339 20.8755 -4.86698 0.881613 13.1339 20.8755 4.94619 2.96239 0.0525279 0.0925514 0.290632 0.483455 0.620314 0.00505858 -0.00107872 -0.00776961 -0.000233064 -1.12447e-05 -0.00107872 0.0043676 0.00436102 -0.00142537 -0.00172702 -0.00776961 0.00436102 0.0296156 -0.000824365 -0.00115839 -0.000233064 -0.00142537 -0.000824365 0.00148819 0.00344502 -1.12447e-05 -0.00172702 -0.00115839 0.00344502 0.0143166
1477010450650000 12.9895 20.969 -4.76702 0.897694 12.9028 20.9349 -4.87258 0.786731 12.9028 20.9349 4.93568 2.98151 0.0528212 0.0922912 0.289812 0.481965 0.600544 0.00571381 -0.00149322 -0.00894944 -4.80313e-06 0.000447544 -0.00149322 0.00466504 0.00515456 -0.0014117 -0.00150732 -0.00894944 0.00515456 0.031573 -0.00129772 -0.00210697 -4.80313e-06 -0.0014117 -0.00129772 0.00132392 0.00298296 0.000447544 -0.00150732 -0.00210697 0.00298296 0.0131138
1477010450700000 12.7506 21.0108 -4.79186 0.775469 12.7028 20.9774 -4.83146 0.664345 12.7028 20.9774 4.87693 3.00495 0.0527903 0.0920323 0.288893 0.480491 0.595351 0.00508045 -0.00110409 -0.00786766 -6.79756e-05 0.000221708 -0.00110409 0.00437668 0.00409282 -0.00151194 -0.00185602 -0.00786766 0.00409282 0.0293518 -0.00105034 -0.00153122 -6.79756e-05 -0.00151194 -0.00105034 0.0015298 0.0035219 0.000221708 -0.00185602 -0.00153122 0.0035219 0.0144594
1477010450750000 12.5106 21.0465 -4.81358 0.653175 12.4507 21.0186 -4.86917 0.537238 12.4507 21.0186 4.89872 3.0317 0.0528384 0.091764 0.288 0.479038 0.592135 0.00577067 -0.00151305 -0.00908295 0.000154535 0.000632595 -0.00151305 0.00465646 0.00487582 -0.00149653 -0.00161713 -0.00908295 0.00487582 0.0313373 -0.00151951 -0.00242594 0.000154535 -0.00149653 -0.00151951 0.00137803 0.00308108 0.000632595 -0.00161713 -0.00242594 0.00308108 0.0132976
1477010450800000 12.2695 21.0761 -4.83219 0.530912 12.2035 21.0552 -4.89285 0.417283 12.2035 21.0552 4.91061 3.05651 0.0529326 0.0914865 0.287122 0.477597 0.586227 0.00511796 -0.00112943 -0.00796955 7.83147e-05 0.000397453 -0.00112943 0.00437715 0.00382739 -0.00158439 -0.00194806 -0.00796955 0.00382739 0.0291372 -0.00122225 -0.00176851 7.83147e-05 -0.00158439 -0.00122225 0.00158002 0.0036089 0.000397453 -0.00194806 -0.00176851 0.0036089 0.0146148
1477010450850000 12.0276 21.0996 -4.84773 0.408778 11.9656 21.0751 -4.89824 0.266199 11.9656 21.0751 4.90546 3.0873 0.0529942 0.0912173 0.28624 0.476218 0.59354 0.00583889 -0.00153533 -0.00921186 0.000305665 0.000790333 -0.00153533 0.0046405 0.00460126 -0.00156256 -0.00168394 -0.00921186 0.00460126 0.0311139 -0.00170952 -0.00267425 0.000305665 -0.00156256 -0.00170952 0.00142495 0.00315422 0.000790333 -0.00168394 -0.00267425 0.00315422 0.0134184
1477010450900000 11.785 21.117 -4.86022 0.286869 11.723 21.0442 -4.88465 0.0438935 11.723 21.0442 4.88485 3.13261 0.0530552 0.0911132 0.285345 0.475109 0.612142 0.00516635 -0.00115508 -0.00806714 0.000218593 0.000555472 -0.00115508 0.00436994 0.0035555 -0.00163952 -0.00200425 -0.00806714 0.0035555 0.0289314 -0.00136648 -0.00195293 0.000218593 -0.00163952 -0.00136648 0.00162057 0.00366966 0.000555472 -0.00200425 -0.00195293 0.00366966 0.0147119
1477010450950000 11.5418 21.1283 -4.86971 0.165281 11.4769 21.0309 -4.88037 -0.12403 11.4769 21.0309 4.88195 3.167 0.0531372 0.0911539 0.284453 0.474174 0.614791 0.00591159 -0.00156851 -0.00930882 0.000476562 0.000990343 -0.00156851 0.00463926 0.00432528 -0.00164269 -0.0017897 -0.00930882 0.00432528 0.0307676 -0.0019295 -0.00300806 0.000476562 -0.00164269 -0.0019295 0.00149616 0.00327792 0.000990343 -0.0017897 -0.00300806 0.00327792 0.0136534
1477010451000000 11.2982 21.1335 -4.87623 0.0441057 11.2608 21.0235 -4.83465 -0.264901 11.2608 21.0235 4.84191 3.19633 0.0530539 0.0912835 0.283587 0.473326 0.614757 0.00522146 -0.00118916 -0.00814117 0.000383305 0.00076297 -0.00118916 0.00436475 0.00325085 -0.00170415 -0.00208649 -0.00814117 0.00325085 0.0286272 -0.00153398 -0.00219702 0.000383305 -0.00170415 -0.00153398 0.00168466 0.00377718 0.00076297 -0.00208649 -0.00219702 0.00377718 0.0149084
1477010451050000 11.0544 21.1327 -4.87982 -0.076565 11.0077 20.9848 -4.83074 -0.453342 11.0077 20.9848 4.85197 3.23516 0.0530171 0.0917401 0.282737 0.47279 0.622396 0.00599819 -0.00160494 -0.00939442 0.000661883 0.00121127 -0.00160494 0.00463123 0.00401465 -0.00172187 -0.00189553 -0.00939442 0.00401465 0.0303706 -0.00214525 -0.0033293 0.000661883 -0.00172187 -0.00214525 0.00158335 0.00342783 0.00121127 -0.00189553 -0.0033293 0.00342783 0.0139359
1477010451100000 10.8105 21.1259 -4.88053 -0.196643 10.7975 20.9457 -4.76219 -0.623676 10.7975 20.9457 4.80286 3.27182 0.052864 0.0925409 0.282021 0.472523 0.630809 0.00528652 -0.00122554 -0.00819593 0.000555557 0.000978034 -0.00122554 0.00435695 0.00293196 -0.00176752 -0.00216733 -0.00819593 0.00293196 0.0282838 -0.00169535 -0.00242809 0.000555557 -0.00176752 -0.00169535 0.00176315 0.00390773 0.000978034 -0.00216733 -0.00242809 0.00390773 0.0151453
1477010451150000 10.5666 21.1131 -4.8784 -0.31604 10.5484 20.9472 -4.75455 -0.613585 10.5484 20.9472 4.79397 3.26994 0.0527218 0.093163 0.281326 0.471653 0.557513 0.00609666 -0.00165059 -0.00944844 0.000869549 0.00147077 -0.00165059 0.0046287 0.0036901 -0.00180945 -0.00202137 -0.00944844 0.0036901 0.0298624 -0.00237423 -0.00368177 0.000869549 -0.00180945 -0.00237423 0.00169556 0.00362115 0.00147077 -0.00202137 -0.00368177 0.00362115 0.0142997
1477010451200000 10.3229 21.0943 -4.87349 -0.434674 10.2655 20.9776 -4.83346 -0.622328 10.2655 20.9776 4.87335 3.26964 0.0527512 0.0933236 0.280489 0.470448 0.521208 0.0053534 -0.0012695 -0.00820894 0.000733315 0.00119716 -0.0012695 0.00436306 0.00264437 -0.00184073 -0.002268 -0.00820894 0.00264437 0.0278462 -0.00186568 -0.00268386 0.000733315 -0.00184073 -0.00186568 0.00186399 0.00407598 0.00119716 -0.002268 -0.00268386 0.00407598 0.0154504
1477010451250000 10.0795 21.0697 -4.86585 -0.552463 10.0261 20.9595 -4.81894 -0.70947 10.0261 20.9595 4.87089 3.28777 0.052755 0.0934345 0.279667 0.469187 0.509397 0.00619611 -0.00165672 -0.00954008 0.000994179 0.00154031 -0.00165672 0.00457761 0.00338622 -0.00181921 -0.00197554 -0.00954008 0.00338622 0.0296998 -0.00246499 -0.00371417 0.000994179 -0.00181921 -0.00246499 0.00172854 0.0036376 0.00154031 -0.00197554 -0.00371417 0.0036376 0.0142826
1477010451300000 9.83658 21.0391 -4.85554 -0.669327 9.83327 20.9204 -4.72684 -0.834011 9.83327 20.9204 4.79986 3.31624 0.0525975 0.0936064 0.279006 0.467954 0.515349 0.0054235 -0.00128218 -0.00826084 0.000835637 0.0012596 -0.00128218 0.00433983 0.00239616 -0.00184991 -0.00223868 -0.00826084 0.00239616 0.0276998 -0.00192707 -0.00271521 0.000835637 -0.00184991 -0.00192707 0.00188556 0.0040816 0.0012596 -0.00223868 -0.00271521 0.0040816 0.0154305
1477010451350000 9.59422 21.0028 -4.84262 -0.785189 9.59667 20.914 -4.70716 -0.7952 9.59667 20.914 4.77385 3.30895 0.052441 0.0935787 0.278371 0.46656 0.445722 0.00629055 -0.00166934 -0.00959352 0.00111651 0.00163378 -0.00166934 0.00455434 0.00312471 -0.00184721 -0.00199246 -0.00959352 0.00312471 0.0294464 -0.00256471 -0.00382438 0.00111651 -0.00184721 -0.00256471 0.00178489 0.0037219 0.00163378 -0.00199246 -0.00382438 0.0037219 0.0144466
1477010451400000 9.35258 20.9607 -4.82714 -0.899977 9.40495 20.8624 -4.6183 -0.920074 9.40495 20.8624 4.70905 3.33824 0.0524406 0.093607 0.278011 0.46518 0.455841 0.005488 -0.00129243 -0.00828097 0.000936702 0.00134097 -0.00129243 0.00431516 0.00216648 -0.0018671 -0.00224305 -0.00828097 0.00216648 0.0274834 -0.00200038 -0.00280918 0.000936702 -0.0018671 -0.00200038 0.00193487 0.00415765 0.00134097 -0.00224305 -0.00280918 0.00415765 0.015579
