left_boundary = 2.000000
lower_boundary = 7.200000
sann 0
next
shape
1477010443050000  1.48687
1477010443150000  2.86324
1477010443250000  4.35797
1477010443350000  1.95328
1477010443450000  0.743623
1477010443550000  2.417
1477010443650000  4.63601
1477010443750000  1.28953
1477010443850000  1.42795
1477010443950000  1.80193
1477010444050000  3.34563
1477010444150000  0.49481
1477010444250000  2.97322
1477010444350000  4.68136
1477010444450000  2.46112
1477010444550000  6.80817
1477010444650000  6.91549
1477010444750000  4.5049
1477010444850000  4.61347
1477010444950000  3.89392
1477010445050000  2.09408
1477010445150000  0.912983
1477010445250000  1.33272
1477010445350000  0.967748
1477010445450000  3.41054
1477010445550000  10.5649
1477010445650000  0.172505
1477010445750000  1.61606
1477010445850000  3.70646
1477010445950000  2.42928
1477010446050000  1.05245
1477010446150000  1.74866
1477010446250000  0.683865
1477010446350000  4.33604
1477010446450000  1.77125
1477010446550000  3.26829
1477010446650000  0.965169
1477010446750000  0.658281
1477010446850000  0.198142
1477010446950000  0.697702
1477010447050000  4.08497
1477010447150000  0.316283
1477010447250000  2.29598
1477010447350000  0.575895
1477010447450000  1.04074
1477010447550000  2.65646
1477010447650000  7.16309
1477010447750000  2.74688
1477010447850000  4.89482
1477010447950000  10.0122
1477010448050000  4.00811
1477010448150000  2.8892
1477010448250000  2.11088
1477010448350000  1.32909
1477010448450000  0.793214
1477010448550000  1.36269
1477010448650000  3.43325
1477010448750000  7.59257
1477010448850000  1.40652
1477010448950000  1.91967
1477010449050000  0.27509
1477010449150000  6.3229
1477010449250000  6.21461
1477010449350000  2.10549
1477010449450000  2.21538
1477010449550000  6.55067
1477010449650000  1.85485
1477010449750000  2.96892
1477010449850000  3.24804
1477010449950000  10.1126
1477010450050000  3.17104
1477010450150000  5.60361
1477010450250000  2.23376
1477010450350000  1.31707
1477010450450000  0.333923
1477010450550000  2.13153
1477010450650000  1.83937
1477010450750000  2.56425
1477010450850000  0.911838
1477010450950000  1.05441
1477010451050000  4.08994
1477010451150000  5.75227
1477010451250000  1.00865
1477010451350000  2.05844
1477010451450000  1.50103
1477010451550000  4.53939
1477010451650000  0.146177
1477010451750000  3.54405
1477010451850000  0.212671
1477010451950000  0.455981
1477010452050000  2.84092
1477010452150000  1.99793
1477010452250000  1.76345
1477010452350000  4.68308
1477010452450000  1.46386
1477010452550000  1.3642
1477010452650000  7.08504
1477010452750000  3.43096
1477010452850000  2.37619
1477010452950000  3.05348
1477010453050000  2.18431
1477010453150000  4.95577
1477010453250000  0.970919
1477010453350000  2.20292
1477010453450000  0.928181
1477010453550000  2.33586
1477010453650000  1.89953
1477010453750000  3.09
1477010453850000  0.907946
1477010453950000  1.17921
1477010454050000  3.59743
1477010454150000  3.75032
1477010454250000  2.69932
1477010454350000  2.5655
1477010454450000  1.68199
1477010454550000  1.58158
1477010454650000  0.501567
1477010454750000  2.51061
1477010454850000  1.82305
1477010454950000  2.70522
1477010455050000  5.52315
1477010455150000  5.28187
1477010455250000  1.82303
1477010455350000  3.96483
1477010455450000  3.34757
1477010455550000  2.06455
1477010455650000  0.34047
1477010455750000  2.03844
1477010455850000  1.31872
1477010455950000  4.05068
1477010456050000  0.645674
1477010456150000  0.250915
1477010456250000  3.84432
1477010456350000  0.39226
1477010456450000  1.17118
1477010456550000  5.29292
1477010456650000  5.90574
1477010456750000  3.7862
1477010456850000  5.28831
1477010456950000  2.8954
1477010457050000  3.81956
1477010457150000  2.97972
1477010457250000  0.992036
1477010457350000  0.311877
1477010457450000  4.49414
1477010457550000  0.447373
1477010457650000  0.413823
1477010457750000  2.48615
1477010457850000  3.84494
1477010457950000  0.30911
1477010458050000  6.10482
1477010458150000  0.918054
1477010458250000  7.03275
1477010458350000  1.00158
1477010458450000  1.81024
1477010458550000  1.24058
1477010458650000  1.75387
1477010458750000  1.73642
1477010458850000  2.71078
1477010458950000  1.59583
1477010459050000  2.75703
1477010459150000  3.47415
1477010459250000  3.00683
1477010459350000  0.287927
1477010459450000  4.58201
1477010459550000  2.0882
1477010459650000  2.28169
1477010459750000  5.11797
1477010459850000  7.99472
1477010459950000  1.68729
1477010460050000  0.645865
1477010460150000  1.70606
1477010460250000  3.94097
1477010460350000  1.07358
1477010460450000  4.89093
1477010460550000  1.54047
1477010460650000  2.45897
1477010460750000  1.9201
1477010460850000  6.47112
1477010460950000  2.03402
1477010461050000  0.878487
1477010461150000  3.29958
1477010461250000  1.95166
1477010461350000  0.943384
1477010461450000  1.93865
1477010461550000  3.45954
1477010461650000  0.300328
1477010461750000  1.84642
1477010461850000  1.31771
1477010461950000  6.23046
1477010462050000  0.157112
1477010462150000  11.3041
1477010462250000  3.42026
1477010462350000  0.335193
1477010462450000  1.55015
1477010462550000  1.12013
1477010462650000  2.01711
1477010462750000  1.65575
1477010462850000  5.18678
1477010462950000  2.24275
1477010463050000  2.75108
1477010463150000  1.79624
1477010463250000  6.91397
1477010463350000  8.23312
1477010463450000  0.315136
1477010463550000  0.636338
1477010463650000  3.06934
1477010463750000  2.12166
1477010463850000  1.14276
1477010463950000  0.609896
1477010464050000  8.98782
1477010464150000  2.317
1477010464250000  0.889075
1477010464350000  3.13083
1477010464450000  4.85301
1477010464550000  1.72939
1477010464650000  5.51885
1477010464750000  1.61595
1477010464850000  2.61328
1477010464950000  5.70172
1477010465050000  1.58304
1477010465150000  6.04787
1477010465250000  4.60099
1477010465350000  1.57662
1477010465450000  1.13071
1477010465550000  4.5173
1477010465650000  1.70786
1477010465750000  5.90772
1477010465850000  2.87309
1477010465950000  0.439552
1477010466050000  0.0610405
1477010466150000  0.526041
1477010466250000  0.268343
1477010466350000  7.69608
1477010466450000  6.63633
1477010466550000  0.579823
1477010466650000  1.91346
1477010466750000  0.230031
1477010466850000  1.2742
1477010466950000  0.47768
1477010467050000  2.6685
1477010467150000  9.79319
1477010467250000  0.202721
1477010467350000  6.75534
1477010467450000  4.01775
1477010467550000  2.64487
1477010467650000  6.49775
1477010467750000  1.39055
1477010467850000  1.9209
sann 1
next
color = 10
thickness = 0.5
pl 0
1477010441816714.250000 7.815
1477010469045238.250000 7.815
next

