left_boundary = 2.000000
lower_boundary = 7.200000
sann 0
next
shape
1477010443100000  2.75229
1477010443200000  0.625441
1477010443300000  0.395757
1477010443400000  0.176505
1477010443500000  0.517602
1477010443600000  3.43617
1477010443700000  0.347491
1477010443800000  10.6322
1477010443900000  3.39777
1477010444000000  2.1981
1477010444100000  3.80663
1477010444200000  0.15356
1477010444300000  2.69803
1477010444400000  0.501967
1477010444500000  0.319238
1477010444600000  0.63306
1477010444700000  0.579131
1477010444800000  2.96178
1477010444900000  0.983006
1477010445000000  1.50992
1477010445100000  2.19332
1477010445200000  0.355922
1477010445300000  0.841004
1477010445400000  3.12394
1477010445500000  2.31963
1477010445600000  0.889267
1477010445700000  0.449112
1477010445800000  2.38203
1477010445900000  0.928637
1477010446000000  0.510786
1477010446100000  0.297056
1477010446200000  0.284406
1477010446300000  0.475142
1477010446400000  0.376721
1477010446500000  0.255145
1477010446600000  2.18905
1477010446700000  0.819349
1477010446800000  0.410442
1477010446900000  2.37923
1477010447000000  4.14156
1477010447100000  1.08963
1477010447200000  1.35966
1477010447300000  3.96571
1477010447400000  4.16895
1477010447500000  2.97548
1477010447600000  0.746157
1477010447700000  0.867577
1477010447800000  2.01851
1477010447900000  0.00545395
1477010448000000  5.0446
1477010448100000  1.05538
1477010448200000  2.00328
1477010448300000  1.01405
1477010448400000  1.35394
1477010448500000  0.343961
1477010448600000  1.10895
1477010448700000  2.25422
1477010448800000  3.79508
1477010448900000  0.0196271
1477010449000000  0.692117
1477010449100000  0.138164
1477010449200000  1.84875
1477010449300000  3.80601
1477010449400000  0.895756
1477010449500000  1.10496
1477010449600000  0.485303
1477010449700000  0.325492
1477010449800000  2.75931
1477010449900000  0.860765
1477010450000000  0.767696
1477010450100000  1.32363
1477010450200000  1.79513
1477010450300000  0.602276
1477010450400000  0.741517
1477010450500000  1.73278
1477010450600000  0.150338
1477010450700000  1.94003
1477010450800000  0.165518
1477010450900000  1.82171
1477010451000000  0.685608
1477010451100000  0.535679
1477010451200000  3.45562
1477010451300000  1.67973
1477010451400000  1.06017
1477010451500000  2.16188
1477010451600000  2.7812
1477010451700000  0.117795
1477010451800000  3.36234
1477010451900000  0.609471
1477010452000000  0.265395
1477010452100000  0.686691
1477010452200000  1.44922
1477010452300000  1.9167
1477010452400000  0.761659
1477010452500000  1.12074
1477010452600000  2.01012
1477010452700000  2.73516
1477010452800000  1.1626
1477010452900000  6.13751
1477010453000000  0.0847322
1477010453100000  0.513647
1477010453200000  2.26661
1477010453300000  1.62641
1477010453400000  0.782582
1477010453500000  2.2694
1477010453600000  0.615766
1477010453700000  0.782903
1477010453800000  3.73029
1477010453900000  1.46684
1477010454000000  3.34892
1477010454100000  0.369218
1477010454200000  0.533303
1477010454300000  3.87898
1477010454400000  1.83379
1477010454500000  0.778052
1477010454600000  1.95126
1477010454700000  0.852498
1477010454800000  4.08725
1477010454900000  0.116637
1477010455000000  0.893111
1477010455100000  0.631432
1477010455200000  0.29771
1477010455300000  2.61484
1477010455400000  0.409766
1477010455500000  1.69779
1477010455600000  0.573909
1477010455700000  2.10612
1477010455800000  2.45245
1477010455900000  0.716304
1477010456000000  0.0132825
1477010456100000  1.34439
1477010456200000  0.638581
1477010456300000  1.5538
1477010456400000  5.04178
1477010456500000  4.0195
1477010456600000  1.57166
1477010456700000  1.64202
1477010456800000  2.59418
1477010456900000  1.56824
1477010457000000  1.00964
1477010457100000  0.587469
